age,listening_time,songs_played_per_day,skip_rate,is_churned
58,61,92,0.57,0
35,53,25,0.06,1
26,293,76,0.31,0
25,205,47,0.54,0
25,209,22,0.33,0
34,242,28,0.43,0
42,88,48,0.15,0
42,99,67,0.26,0
45,179,74,0.45,0
35,174,66,0.56,1
37,84,96,0.4,0
17,275,78,0.11,0
41,272,59,0.53,0
49,252,72,0.4,0
17,273,81,0.6,0
47,198,51,0.45,0
17,172,49,0.56,0
57,33,87,0.54,1
43,19,73,0.25,0
59,254,46,0.45,0
47,166,19,0.34,0
39,215,89,0.45,0
34,73,27,0.39,1
21,247,30,0.42,1
37,194,56,0.16,0
47,193,55,0.0,1
58,31,28,0.01,0
51,135,49,0.35,1
34,99,67,0.26,1
38,260,42,0.43,0
24,76,26,0.04,0
57,221,41,0.35,0
58,59,46,0.42,0
58,80,50,0.32,0
33,295,99,0.54,1
43,292,71,0.42,0
39,133,74,0.21,0
40,191,88,0.52,0
34,41,79,0.05,1
20,57,8,0.57,0
35,251,27,0.52,1
42,22,80,0.45,0
19,32,62,0.19,1
35,227,4,0.02,0
48,228,20,0.32,1
38,131,72,0.57,0
19,96,67,0.27,0
34,10,97,0.16,0
29,57,31,0.03,0
59,51,30,0.03,1
42,51,78,0.06,1
44,47,80,0.44,0
25,120,52,0.32,0
57,101,32,0.17,0
45,240,48,0.5,0
49,89,25,0.35,0
51,45,61,0.37,0
47,289,49,0.06,0
53,280,74,0.39,1
23,290,82,0.44,1
47,100,26,0.06,1
53,22,35,0.24,1
39,13,15,0.05,0
26,245,71,0.37,1
44,162,4,0.24,0
24,249,93,0.21,0
41,218,6,0.13,0
25,22,87,0.27,0
49,269,82,0.42,1
39,172,55,0.27,0
39,10,36,0.04,0
53,93,28,0.45,1
32,272,38,0.34,0
27,53,82,0.48,0
40,59,30,0.1,0
51,20,72,0.25,0
52,247,41,0.33,0
40,220,97,0.05,0
23,70,85,0.46,0
42,154,48,0.23,0
18,234,6,0.52,1
20,158,95,0.13,0
34,35,3,0.09,1
59,233,80,0.16,0
34,177,27,0.3,1
42,193,28,0.55,0
39,67,38,0.06,1
58,244,4,0.37,0
20,111,92,0.36,1
52,281,1,0.1,0
55,222,74,0.49,0
31,142,98,0.28,1
20,188,10,0.33,0
21,11,3,0.48,1
27,221,53,0.01,1
57,76,9,0.11,0
55,166,55,0.28,0
32,180,91,0.37,0
17,298,88,0.14,0
38,71,85,0.4,1
58,115,23,0.34,0
42,193,66,0.22,0
46,242,37,0.2,0
51,12,81,0.3,0
17,116,40,0.01,0
54,213,38,0.55,1
35,246,46,0.13,0
16,48,31,0.48,0
57,133,19,0.12,0
42,207,75,0.04,0
31,180,7,0.44,0
53,79,74,0.05,0
25,294,74,0.36,0
59,118,39,0.01,0
27,205,53,0.42,1
37,84,83,0.2,0
34,296,98,0.03,0
36,281,27,0.08,1
43,63,90,0.32,1
40,219,71,0.2,0
57,63,73,0.1,0
43,261,55,0.15,0
36,243,36,0.29,1
33,110,78,0.42,0
37,41,98,0.04,0
56,140,79,0.13,0
45,178,97,0.52,0
29,179,13,0.43,0
35,168,85,0.43,0
24,90,7,0.56,0
44,296,90,0.15,1
29,268,41,0.2,1
47,80,39,0.31,1
44,199,59,0.06,0
53,116,37,0.44,0
20,198,87,0.27,0
25,201,31,0.17,1
31,80,27,0.1,0
41,222,90,0.58,0
43,36,47,0.4,1
18,113,92,0.04,0
31,149,96,0.28,0
44,34,50,0.15,0
27,20,68,0.0,0
21,198,46,0.49,0
25,265,26,0.5,0
43,149,38,0.04,0
52,217,72,0.13,0
36,54,24,0.56,1
31,278,12,0.18,1
41,99,43,0.04,0
57,89,4,0.24,1
46,245,65,0.57,0
16,252,17,0.51,0
20,11,59,0.42,1
55,29,2,0.27,0
32,78,95,0.15,1
26,199,95,0.47,0
25,238,34,0.18,0
57,231,77,0.23,0
28,283,17,0.04,1
26,209,78,0.58,0
59,227,23,0.07,0
20,36,23,0.18,0
54,117,73,0.4,0
57,131,6,0.27,1
30,293,30,0.56,0
53,44,67,0.18,0
40,268,98,0.33,0
59,242,67,0.41,0
21,141,94,0.54,1
48,277,74,0.36,0
42,106,98,0.59,0
37,153,93,0.51,1
57,91,33,0.06,0
25,264,43,0.51,0
22,163,55,0.01,1
33,87,87,0.22,0
18,155,45,0.42,1
58,90,57,0.01,1
43,20,56,0.09,0
33,262,56,0.16,0
19,177,59,0.32,0
57,232,43,0.59,1
32,288,84,0.33,0
51,122,20,0.41,1
30,249,21,0.53,0
34,177,22,0.18,0
57,59,19,0.25,0
51,79,61,0.11,1
22,30,39,0.33,0
29,26,35,0.28,1
33,182,67,0.49,0
48,193,41,0.17,0
35,82,26,0.31,1
32,114,34,0.16,0
17,92,65,0.16,0
56,265,50,0.05,0
53,45,77,0.55,0
42,177,60,0.04,0
19,16,48,0.06,0
18,238,42,0.51,0
49,290,21,0.53,1
24,88,7,0.33,0
47,119,50,0.57,1
18,52,74,0.0,1
58,223,2,0.01,0
21,240,55,0.01,1
48,62,14,0.58,0
49,121,99,0.28,0
52,173,45,0.41,0
25,56,91,0.08,1
32,113,95,0.06,1
44,253,87,0.26,0
50,205,25,0.13,0
58,20,46,0.49,0
16,240,31,0.5,0
47,92,95,0.21,0
23,288,82,0.39,0
43,273,96,0.37,0
45,19,4,0.02,1
23,271,57,0.54,0
38,72,61,0.2,0
48,114,72,0.48,1
31,283,73,0.17,0
56,245,92,0.28,0
47,116,21,0.24,0
31,126,22,0.15,0
59,114,13,0.01,0
45,31,47,0.22,0
53,57,90,0.5,0
34,272,30,0.46,0
53,264,70,0.23,0
53,191,9,0.24,1
44,229,6,0.33,0
33,74,67,0.15,0
51,98,38,0.59,0
17,29,33,0.55,1
43,21,16,0.34,0
20,58,75,0.08,0
42,292,64,0.09,0
54,49,13,0.04,0
41,126,86,0.33,1
50,192,94,0.5,0
28,294,41,0.15,0
42,123,29,0.19,0
31,139,16,0.13,0
34,55,17,0.39,0
26,228,74,0.3,0
45,204,93,0.33,0
24,199,81,0.26,0
56,71,48,0.28,0
39,251,25,0.22,1
51,77,25,0.24,0
20,23,15,0.12,0
19,30,19,0.26,0
30,114,49,0.3,0
43,48,78,0.36,0
44,33,12,0.41,0
59,121,62,0.41,1
16,147,4,0.58,0
48,103,88,0.54,0
33,222,10,0.27,0
45,58,41,0.17,0
27,297,30,0.07,0
17,117,83,0.26,0
49,131,49,0.04,0
36,97,12,0.44,0
53,112,35,0.42,1
34,185,10,0.41,1
36,131,16,0.5,0
25,56,53,0.12,1
43,64,53,0.4,1
42,160,91,0.27,0
26,134,98,0.18,0
16,160,15,0.03,0
48,47,46,0.2,0
53,15,26,0.02,1
22,291,58,0.12,0
19,75,21,0.24,0
52,130,53,0.2,0
20,96,50,0.49,1
18,284,1,0.13,1
40,173,56,0.39,0
40,238,43,0.01,0
38,52,14,0.49,0
51,212,97,0.29,0
36,246,45,0.18,0
51,59,88,0.14,1
40,250,81,0.34,0
25,138,7,0.37,0
45,75,4,0.17,1
30,53,92,0.22,0
47,168,25,0.35,1
30,109,76,0.41,0
46,22,63,0.36,0
59,188,85,0.55,1
41,12,41,0.41,0
55,62,20,0.57,0
30,278,11,0.27,0
59,34,85,0.3,1
26,28,28,0.31,1
34,175,14,0.07,0
44,217,31,0.01,0
45,178,92,0.08,1
37,135,47,0.42,0
24,216,40,0.4,0
29,203,93,0.26,1
23,69,14,0.04,1
28,280,9,0.33,0
49,200,91,0.47,0
39,174,82,0.24,0
19,192,1,0.17,1
43,65,91,0.09,0
55,39,91,0.29,1
20,108,90,0.56,0
32,114,25,0.28,0
48,142,29,0.3,0
28,25,58,0.04,0
50,28,81,0.37,1
39,104,83,0.16,0
58,49,1,0.23,0
49,213,85,0.15,1
21,262,39,0.23,0
33,224,25,0.3,0
35,238,80,0.1,0
38,216,81,0.44,1
32,75,71,0.5,1
58,275,13,0.59,0
24,13,27,0.5,0
33,37,87,0.29,0
42,126,5,0.35,0
23,50,61,0.42,1
27,195,3,0.27,1
27,145,57,0.36,0
48,48,11,0.5,0
46,290,60,0.42,0
20,215,9,0.0,0
57,267,95,0.32,1
45,71,68,0.18,1
17,147,86,0.44,0
43,252,68,0.13,0
54,253,68,0.46,0
55,157,35,0.19,0
18,123,41,0.42,0
23,171,84,0.11,0
43,112,31,0.6,0
58,85,58,0.04,1
33,153,85,0.04,0
37,254,84,0.01,0
53,211,47,0.06,1
40,155,61,0.46,1
40,124,76,0.34,0
18,120,23,0.45,0
25,122,82,0.27,0
59,135,63,0.08,0
25,24,29,0.29,0
40,84,6,0.32,0
35,15,40,0.37,1
37,219,9,0.02,0
21,81,17,0.32,0
44,222,51,0.4,0
36,165,45,0.46,0
57,130,7,0.08,1
30,175,84,0.04,1
30,299,61,0.53,0
49,38,13,0.16,0
19,12,83,0.2,0
20,61,1,0.27,1
19,219,58,0.22,0
20,120,46,0.0,1
59,92,86,0.44,0
41,65,87,0.47,1
46,271,13,0.48,0
26,270,4,0.15,1
51,180,64,0.59,0
46,154,95,0.21,0
16,76,30,0.58,1
27,36,57,0.39,0
59,79,24,0.28,0
58,238,74,0.2,1
57,64,71,0.03,0
30,258,50,0.11,1
24,228,72,0.38,0
51,43,4,0.08,0
50,162,40,0.24,0
33,144,66,0.05,0
31,74,78,0.39,1
28,213,48,0.22,1
47,108,56,0.28,0
23,127,95,0.27,0
59,295,8,0.41,1
19,71,50,0.27,0
35,156,44,0.56,0
44,35,64,0.39,0
36,149,21,0.26,0
52,160,46,0.3,0
48,190,26,0.51,1
56,37,9,0.29,0
20,48,76,0.17,0
57,148,96,0.17,0
17,156,23,0.03,0
40,171,45,0.42,0
54,276,39,0.16,1
38,178,96,0.07,0
30,193,66,0.57,1
36,68,20,0.47,0
47,237,74,0.5,1
39,54,20,0.19,0
16,29,67,0.11,1
48,265,61,0.05,0
59,138,72,0.2,0
58,165,21,0.02,0
41,135,12,0.32,0
41,156,9,0.31,0
49,289,88,0.32,0
36,205,33,0.25,1
58,158,66,0.04,0
47,150,52,0.03,0
42,83,12,0.04,0
27,216,49,0.05,0
34,99,78,0.43,0
36,171,55,0.15,1
18,126,15,0.08,0
39,133,52,0.57,0
56,289,29,0.13,0
21,215,30,0.55,0
50,90,51,0.1,1
51,208,89,0.11,1
59,88,32,0.1,0
17,18,82,0.02,1
58,10,5,0.12,0
40,232,43,0.54,1
28,110,26,0.31,1
55,147,98,0.08,1
17,48,51,0.07,0
23,254,46,0.49,0
16,268,16,0.33,1
55,220,54,0.31,1
39,299,56,0.24,0
48,252,33,0.36,0
35,75,92,0.38,1
20,62,94,0.52,1
44,86,4,0.43,0
24,128,30,0.11,0
59,68,17,0.5,0
23,74,59,0.16,0
49,170,45,0.21,0
39,266,28,0.4,0
58,69,27,0.23,0
31,125,56,0.21,0
25,60,31,0.29,0
56,202,82,0.41,0
17,227,65,0.48,0
34,80,62,0.08,1
51,176,9,0.09,0
43,218,77,0.14,1
28,241,47,0.28,0
38,16,50,0.48,1
28,217,47,0.36,0
44,293,39,0.48,0
42,59,52,0.3,1
49,99,11,0.12,0
27,204,23,0.49,1
54,203,97,0.08,0
51,145,30,0.42,0
45,272,14,0.31,1
21,141,26,0.43,1
37,222,15,0.02,0
27,165,35,0.58,0
28,215,35,0.06,0
22,111,48,0.01,0
49,55,40,0.44,0
16,184,83,0.14,1
31,56,56,0.14,0
28,52,21,0.09,1
48,292,23,0.45,0
45,155,7,0.27,0
18,274,43,0.49,0
54,299,64,0.19,0
35,262,54,0.32,0
46,224,27,0.16,0
24,283,8,0.56,0
41,220,87,0.19,0
39,95,91,0.16,0
41,64,38,0.54,0
40,145,99,0.1,0
40,25,25,0.41,0
30,25,62,0.23,0
18,137,72,0.15,0
52,59,79,0.48,1
56,236,65,0.58,0
57,158,51,0.2,1
36,135,1,0.04,0
47,99,63,0.08,0
37,138,98,0.54,1
48,107,9,0.04,0
53,196,3,0.07,0
17,151,53,0.25,0
54,218,76,0.41,0
55,33,93,0.09,0
35,138,31,0.26,0
37,221,65,0.01,0
34,234,7,0.01,0
33,236,56,0.17,0
55,242,14,0.04,0
24,118,60,0.51,1
35,98,45,0.14,0
41,108,74,0.36,1
51,198,41,0.47,1
16,148,76,0.5,0
45,198,4,0.15,0
34,245,20,0.12,0
48,272,96,0.34,0
49,24,25,0.2,0
46,291,29,0.03,0
35,244,42,0.48,0
18,29,5,0.01,0
36,189,30,0.53,0
58,237,52,0.19,0
24,246,51,0.37,0
46,213,44,0.35,0
35,182,38,0.53,0
34,16,46,0.01,0
18,294,3,0.44,0
39,140,54,0.16,1
33,110,11,0.52,0
29,93,99,0.25,1
41,221,64,0.35,1
35,142,1,0.59,1
51,72,43,0.38,0
45,256,50,0.21,0
17,66,25,0.52,0
29,81,21,0.19,0
30,37,79,0.53,0
52,92,60,0.55,1
53,32,6,0.19,1
34,175,8,0.01,0
32,106,44,0.58,0
58,154,28,0.19,1
23,210,66,0.01,0
16,226,78,0.38,0
57,78,21,0.08,0
25,220,89,0.56,1
53,124,97,0.47,0
59,217,37,0.07,0
21,41,43,0.17,0
22,205,94,0.26,1
16,166,14,0.18,0
43,271,66,0.54,0
59,66,35,0.0,0
52,280,53,0.41,0
50,62,78,0.47,0
57,53,96,0.28,0
37,90,80,0.3,1
19,23,50,0.43,0
29,57,78,0.45,0
46,226,22,0.08,0
53,274,71,0.55,0
23,133,93,0.48,1
34,95,71,0.52,1
49,68,3,0.26,0
23,146,57,0.4,0
16,281,79,0.19,0
32,59,26,0.33,0
21,263,1,0.02,0
40,180,37,0.19,0
59,188,36,0.4,1
45,99,77,0.55,0
38,290,76,0.38,0
49,239,93,0.54,0
17,114,40,0.35,1
19,23,15,0.48,0
39,89,20,0.09,0
22,279,20,0.51,0
20,180,80,0.42,0
52,154,88,0.39,0
23,267,84,0.16,0
20,119,63,0.41,0
34,167,54,0.01,0
32,111,70,0.18,0
47,87,30,0.45,1
26,163,76,0.58,1
59,283,3,0.37,0
16,90,58,0.15,0
35,101,27,0.55,1
57,64,82,0.5,0
26,137,58,0.0,0
20,189,29,0.27,0
27,134,46,0.46,1
17,173,79,0.41,0
57,219,73,0.07,0
49,156,19,0.4,0
45,285,60,0.07,1
57,179,97,0.19,0
44,12,17,0.5,0
34,137,18,0.28,0
23,105,79,0.26,1
36,72,3,0.15,0
34,171,45,0.15,0
54,290,91,0.42,1
35,47,29,0.54,0
31,154,47,0.31,1
50,50,96,0.05,0
17,59,41,0.31,0
49,166,80,0.49,0
21,214,11,0.03,0
46,157,71,0.52,0
53,38,44,0.15,0
52,243,4,0.21,0
35,261,57,0.28,0
21,113,71,0.5,1
34,294,71,0.2,1
33,50,85,0.43,0
26,209,35,0.2,0
22,274,37,0.05,0
22,156,53,0.06,0
27,27,18,0.03,0
37,276,21,0.07,0
29,142,76,0.32,1
28,277,80,0.16,1
21,150,46,0.41,0
46,169,28,0.15,1
25,52,72,0.18,0
59,72,10,0.36,1
37,197,34,0.56,0
55,54,27,0.31,1
57,32,10,0.01,0
48,216,70,0.23,0
49,155,54,0.42,0
16,186,52,0.42,1
46,16,44,0.31,0
47,268,86,0.01,0
36,278,55,0.11,1
34,233,90,0.42,0
57,172,29,0.41,0
45,162,85,0.04,0
52,95,9,0.02,1
24,157,93,0.17,1
24,220,34,0.17,0
29,296,39,0.43,0
47,66,60,0.13,1
55,170,29,0.29,0
41,36,67,0.42,0
57,199,25,0.08,1
22,127,31,0.26,1
41,34,66,0.27,1
29,293,60,0.04,0
59,63,83,0.34,1
17,101,52,0.12,0
32,187,38,0.33,0
42,131,87,0.09,0
46,14,37,0.57,0
53,141,87,0.5,0
16,120,56,0.29,0
19,102,26,0.46,0
51,140,53,0.37,1
43,171,69,0.37,0
59,243,62,0.51,0
52,119,2,0.21,0
51,263,44,0.45,0
26,66,29,0.22,0
26,10,75,0.59,0
20,203,49,0.53,0
33,235,72,0.26,0
56,201,42,0.15,0
33,181,81,0.28,0
31,239,16,0.16,0
58,10,8,0.59,0
22,93,10,0.03,0
48,183,26,0.32,0
17,234,45,0.01,0
35,197,30,0.21,0
39,62,15,0.42,0
16,157,20,0.2,0
48,124,23,0.47,0
42,64,84,0.19,0
20,276,47,0.57,0
26,40,71,0.21,1
37,226,5,0.08,1
51,267,11,0.06,0
42,297,12,0.54,0
25,44,80,0.42,0
18,264,52,0.33,0
19,125,65,0.49,0
23,263,82,0.25,1
17,285,6,0.19,0
22,128,26,0.08,1
20,80,74,0.55,1
30,66,35,0.11,0
31,84,87,0.46,0
17,136,98,0.27,1
28,273,61,0.04,0
24,297,12,0.39,0
32,96,70,0.21,0
26,26,54,0.25,1
42,29,78,0.21,0
39,94,80,0.23,0
19,129,97,0.28,1
22,251,30,0.55,1
55,279,90,0.47,0
51,239,36,0.37,0
42,199,22,0.4,1
35,45,33,0.53,0
34,84,43,0.31,0
45,58,36,0.55,1
27,279,29,0.46,1
36,287,44,0.07,0
37,187,74,0.05,0
21,116,84,0.59,1
57,30,43,0.32,0
56,241,39,0.42,1
58,282,35,0.45,0
33,33,65,0.28,0
57,82,96,0.43,1
37,21,40,0.35,0
51,186,6,0.44,1
23,19,46,0.34,0
56,85,80,0.14,0
54,278,57,0.21,0
43,88,35,0.36,1
22,245,42,0.28,0
47,139,33,0.19,0
45,151,39,0.25,0
18,165,21,0.05,0
56,146,64,0.16,0
55,252,52,0.25,1
48,206,7,0.27,0
22,200,64,0.32,0
28,71,18,0.42,0
45,171,44,0.43,0
58,26,55,0.59,0
31,236,19,0.24,1
42,136,25,0.05,0
58,164,54,0.58,0
48,169,26,0.12,0
58,285,94,0.57,1
38,105,25,0.21,1
18,217,87,0.39,0
28,204,40,0.2,1
44,107,4,0.53,1
37,15,31,0.14,0
18,200,65,0.0,1
19,118,25,0.58,0
24,170,23,0.18,0
43,264,27,0.56,1
16,113,68,0.24,0
20,262,86,0.34,1
22,251,18,0.36,0
43,71,84,0.47,1
27,133,20,0.05,0
38,164,41,0.42,1
31,13,8,0.33,0
29,227,31,0.58,0
59,286,55,0.0,0
34,267,70,0.39,0
24,276,46,0.16,0
37,46,80,0.52,0
30,79,1,0.16,0
27,93,68,0.39,0
40,27,48,0.41,1
50,133,12,0.27,0
41,210,86,0.03,0
31,229,15,0.3,0
29,175,13,0.42,1
31,285,5,0.04,0
19,13,70,0.59,0
33,49,89,0.27,0
30,193,57,0.39,0
34,248,15,0.01,0
18,151,33,0.45,1
26,151,33,0.09,0
26,29,32,0.26,0
51,126,63,0.39,0
24,93,59,0.03,0
54,101,91,0.17,0
50,26,34,0.17,1
59,97,2,0.56,0
26,252,81,0.39,1
55,271,21,0.03,0
36,140,35,0.37,1
35,235,99,0.45,1
19,34,78,0.36,0
27,75,13,0.46,1
47,156,38,0.37,0
47,107,3,0.15,0
40,18,84,0.26,0
25,213,76,0.42,0
29,223,89,0.24,0
21,286,35,0.55,0
38,31,48,0.23,0
46,151,71,0.36,0
47,243,87,0.27,0
51,14,5,0.47,0
52,225,46,0.15,0
59,30,42,0.19,0
43,294,20,0.46,0
24,192,98,0.44,0
30,217,12,0.07,0
45,241,12,0.14,0
46,178,24,0.29,0
36,211,36,0.19,1
50,260,7,0.09,0
37,189,77,0.05,0
50,236,43,0.3,0
26,181,52,0.48,0
24,118,18,0.5,0
46,124,64,0.11,0
52,175,28,0.16,1
53,138,66,0.03,0
56,258,53,0.48,1
39,130,36,0.58,0
30,179,48,0.18,0
23,161,9,0.43,0
39,51,11,0.56,1
55,248,74,0.52,0
28,213,89,0.28,0
31,169,64,0.31,1
46,168,5,0.49,1
20,133,5,0.12,0
50,203,71,0.34,1
55,176,91,0.2,0
40,136,72,0.52,0
54,198,68,0.29,0
19,125,42,0.5,0
40,62,48,0.02,0
41,284,52,0.1,0
22,72,7,0.5,0
19,163,36,0.1,1
20,107,12,0.44,0
50,90,50,0.15,1
36,160,67,0.46,0
34,112,34,0.25,0
56,123,96,0.42,1
51,42,21,0.03,0
36,30,18,0.05,0
50,151,8,0.27,0
28,133,23,0.42,0
34,297,36,0.39,0
17,229,59,0.52,0
49,123,99,0.03,0
44,85,25,0.38,0
34,258,18,0.04,0
40,92,24,0.04,0
51,236,49,0.6,1
47,289,56,0.34,0
38,203,32,0.08,0
20,171,1,0.6,1
58,146,92,0.2,0
30,131,42,0.19,0
36,223,81,0.02,0
58,173,26,0.06,1
26,183,98,0.49,0
29,96,93,0.11,0
30,44,38,0.22,0
21,194,46,0.15,0
29,116,45,0.07,1
34,42,89,0.6,0
27,52,50,0.36,0
20,37,93,0.08,0
29,118,25,0.12,0
23,223,18,0.48,0
28,79,2,0.27,0
59,155,41,0.16,0
25,99,51,0.14,1
45,43,97,0.53,0
35,65,67,0.27,0
37,89,82,0.35,0
41,283,6,0.31,0
56,33,85,0.38,0
41,117,86,0.06,1
18,96,21,0.24,1
39,20,43,0.56,0
28,203,95,0.09,0
47,244,14,0.42,1
58,97,85,0.45,0
45,169,74,0.54,0
40,147,22,0.43,1
24,247,38,0.17,0
44,25,80,0.49,0
57,145,18,0.53,0
49,30,3,0.24,0
29,22,71,0.1,1
37,100,46,0.02,1
25,49,9,0.45,0
53,75,63,0.03,0
20,272,46,0.1,0
17,99,19,0.28,0
33,92,8,0.53,1
55,65,13,0.54,0
26,61,94,0.27,0
49,199,10,0.11,1
28,125,56,0.5,1
32,244,59,0.47,1
54,127,87,0.47,0
57,187,90,0.18,0
43,290,70,0.33,0
39,199,34,0.12,0
18,185,32,0.01,0
35,234,29,0.15,0
53,144,76,0.02,0
58,159,6,0.05,0
56,144,64,0.1,0
59,84,39,0.28,0
59,260,52,0.2,0
42,170,87,0.53,0
29,79,40,0.12,1
36,231,63,0.28,1
42,165,63,0.47,1
53,232,10,0.15,0
26,296,6,0.35,0
50,284,27,0.54,1
57,234,34,0.59,0
54,73,86,0.07,0
16,159,66,0.07,1
16,25,28,0.57,0
44,116,19,0.43,1
36,77,34,0.44,0
20,272,56,0.27,0
45,150,98,0.48,1
53,52,20,0.37,0
17,256,75,0.54,0
53,67,35,0.53,0
20,48,47,0.27,0
31,89,43,0.11,0
56,239,12,0.48,0
48,179,57,0.19,0
20,208,44,0.36,0
43,118,80,0.03,0
42,49,1,0.56,0
23,293,70,0.08,0
55,195,13,0.49,1
33,267,91,0.3,1
27,219,50,0.42,0
22,67,43,0.57,0
19,87,19,0.03,0
50,68,70,0.01,0
22,123,41,0.49,0
34,152,23,0.38,1
44,255,97,0.09,1
38,181,35,0.57,0
18,141,42,0.57,0
23,137,24,0.21,0
18,119,50,0.5,0
56,55,1,0.19,1
57,216,25,0.53,0
23,37,18,0.36,0
33,197,43,0.26,0
24,86,13,0.33,0
56,283,48,0.41,0
18,240,16,0.35,0
31,199,58,0.08,1
47,191,75,0.04,0
47,74,62,0.47,0
25,194,91,0.17,1
37,298,78,0.6,0
37,113,30,0.17,0
38,157,57,0.4,1
29,141,42,0.01,0
16,52,33,0.5,0
19,215,33,0.0,0
21,118,87,0.27,0
41,110,47,0.05,0
16,91,78,0.37,1
46,82,65,0.26,0
48,108,49,0.25,0
39,57,92,0.52,0
30,267,80,0.21,0
58,227,7,0.34,0
45,172,60,0.06,1
18,21,49,0.01,0
25,41,62,0.34,0
22,30,31,0.4,1
29,257,43,0.53,0
19,292,75,0.23,0
33,138,39,0.29,1
35,236,51,0.55,0
43,79,64,0.38,1
19,157,25,0.49,1
19,279,13,0.35,0
47,189,77,0.3,0
57,223,18,0.35,0
39,114,71,0.4,0
54,99,95,0.22,0
42,298,60,0.34,0
49,256,7,0.11,0
48,30,82,0.11,1
28,125,82,0.37,1
22,261,68,0.56,0
41,17,47,0.14,0
49,131,55,0.5,1
45,83,25,0.14,0
47,177,52,0.44,0
59,165,76,0.1,1
28,210,34,0.27,0
44,261,77,0.28,0
26,291,43,0.06,1
50,176,78,0.11,1
50,102,20,0.41,0
41,107,57,0.27,1
58,182,45,0.14,0
48,167,54,0.48,1
39,246,57,0.08,1
44,185,64,0.45,0
21,86,42,0.56,0
59,265,61,0.3,0
51,114,56,0.36,0
17,240,65,0.54,0
20,181,33,0.07,0
23,226,19,0.57,0
36,145,73,0.38,1
58,133,77,0.03,1
45,115,3,0.18,0
17,184,93,0.15,0
24,41,48,0.18,0
17,288,93,0.17,0
49,162,37,0.1,1
53,240,47,0.56,1
41,192,54,0.31,1
59,106,8,0.21,0
27,88,7,0.2,0
22,19,13,0.53,0
39,269,18,0.23,1
53,174,78,0.56,0
29,153,51,0.3,1
21,113,78,0.25,1
31,211,48,0.24,0
16,14,75,0.36,0
57,201,36,0.09,0
49,162,34,0.35,0
17,298,44,0.33,0
54,167,73,0.31,0
25,80,22,0.18,0
57,194,55,0.01,0
32,141,82,0.2,0
45,91,28,0.43,0
34,20,91,0.11,0
58,250,78,0.19,0
56,166,40,0.03,0
38,149,98,0.46,0
49,17,85,0.46,1
24,128,59,0.15,0
59,129,48,0.21,0
45,136,37,0.4,0
41,130,88,0.51,1
34,179,96,0.54,0
27,43,61,0.07,0
58,260,49,0.11,0
47,64,52,0.55,0
47,58,17,0.42,0
55,276,78,0.1,1
16,130,80,0.51,0
42,53,72,0.5,1
21,184,22,0.4,0
22,209,21,0.56,0
23,168,18,0.46,0
55,27,20,0.44,1
33,54,63,0.02,1
57,22,80,0.6,0
33,87,83,0.46,0
42,198,71,0.44,0
48,252,34,0.48,0
43,50,19,0.38,0
39,171,18,0.04,1
22,175,78,0.38,0
34,213,79,0.51,1
28,83,38,0.27,0
17,235,73,0.03,0
30,276,30,0.17,1
16,229,13,0.59,1
16,94,39,0.08,0
34,201,41,0.44,1
57,90,86,0.56,0
42,77,13,0.0,0
37,94,91,0.02,0
31,166,84,0.49,0
40,235,43,0.57,0
37,105,70,0.15,0
56,97,56,0.42,0
46,168,81,0.09,0
25,19,52,0.35,0
28,294,60,0.39,0
23,137,5,0.38,0
54,161,31,0.39,0
35,253,62,0.21,0
44,221,99,0.29,1
50,31,83,0.1,0
32,170,40,0.21,0
51,213,72,0.11,0
58,163,86,0.05,1
28,175,29,0.58,1
27,155,25,0.38,0
54,136,86,0.55,1
42,48,79,0.22,0
48,141,34,0.1,0
28,33,10,0.2,0
39,290,89,0.4,0
49,50,49,0.21,0
36,266,97,0.4,0
20,294,20,0.14,0
39,194,7,0.22,1
20,260,99,0.34,0
59,283,28,0.18,0
59,135,91,0.43,0
38,28,70,0.2,0
47,45,60,0.36,0
21,234,61,0.46,0
24,270,49,0.23,0
41,120,97,0.16,0
59,229,96,0.09,1
42,126,3,0.55,0
31,172,41,0.08,0
20,166,75,0.22,0
53,49,83,0.55,0
46,279,7,0.05,0
59,235,71,0.45,0
46,91,1,0.49,0
38,215,4,0.37,1
24,175,54,0.51,1
32,182,77,0.34,0
30,86,50,0.16,1
25,189,93,0.58,0
32,77,43,0.1,1
36,71,8,0.18,1
51,235,30,0.44,1
32,295,24,0.24,0
24,105,52,0.34,0
24,32,95,0.49,0
48,183,15,0.38,0
27,86,9,0.4,1
35,163,85,0.19,0
51,46,70,0.3,0
40,146,91,0.5,1
21,121,92,0.31,0
46,119,87,0.55,1
40,45,36,0.21,0
42,47,35,0.25,0
58,50,79,0.23,0
51,273,88,0.54,0
53,147,19,0.49,0
22,51,39,0.28,1
45,13,34,0.05,0
22,158,50,0.08,1
44,46,26,0.23,0
31,37,72,0.09,0
44,246,21,0.05,0
52,238,98,0.32,0
24,198,18,0.29,1
30,129,12,0.01,0
34,297,62,0.45,0
32,281,33,0.49,0
58,120,74,0.27,0
39,113,51,0.53,0
43,288,22,0.53,1
27,198,42,0.06,0
23,228,88,0.07,0
36,44,61,0.31,1
47,203,3,0.4,0
49,272,39,0.01,0
30,273,28,0.29,0
49,137,23,0.19,0
53,127,75,0.39,1
40,13,71,0.32,0
57,18,33,0.17,0
